0,apple
1,pear
2,apple
3,octag
4,empty
5,rifle
6,pillo
7,nose
8,nail
9,octag
10,empty
11,apple
12,rifle
13,octag
14,moust
15,penci
16,empty
17,skull
18,nose
19,rifle
20,moust
21,mug
22,mouth
23,nose
24,apple
25,octag
26,octag
27,nose
28,octag
29,octag
30,mouth
31,nail
32,penci
33,octag
34,nail
35,moust
36,skate
37,moust
38,moust
39,octag
40,peanu
41,moust
42,pillo
43,moust
44,peanu
45,penci
46,pear
47,nail
48,paint
49,mouth
50,pear
51,octag
52,shove
53,apple
54,rifle
55,apple
56,nail
57,empty
58,nose
59,empty
60,octag
61,nose
62,rifle
63,shove
64,octag
65,rifle
66,nail
67,pear
68,octag
69,mouth
70,nose
71,pear
72,apple
73,moust
74,pear
75,nail
76,moust
77,pinea
78,skate
79,skate
80,moust
81,nail
82,mug
83,penci
84,pear
85,empty
86,octag
87,mug
88,rifle
89,spoon
90,moust
91,apple
92,mouth
93,pinea
94,mouth
95,moust
96,nose
97,shove
98,octag
99,moust
100,sailb
101,octag
102,nose
103,octag
104,nail
105,apple
106,octag
107,octag
108,octag
109,moust
110,apple
111,mouth
112,rifle
113,rifle
114,screw
115,shove
116,peanu
117,rifle
118,moust
119,empty
120,nail
121,nose
122,octag
123,moust
124,apple
125,octag
126,pear
127,moust
128,octag
129,skull
130,moust
131,octag
132,moust
133,paint
134,rifle
135,sailb
136,moust
137,octag
138,pillo
139,sailb
140,nail
141,peanu
142,paint
143,octag
144,empty
145,apple
146,pear
147,pear
148,rifle
149,pengu
150,empty
151,rifle
152,sailb
153,moust
154,octag
155,nail
156,apple
157,spoon
158,shove
159,octag
160,octag
161,nose
162,pool
163,octag
164,moust
165,octag
166,moust
167,empty
168,peanu
169,nose
170,nose
171,rifle
172,apple
173,apple
174,mouth
175,moust
176,rifle
177,moust
178,pinea
179,apple
180,pengu
181,sailb
182,rolle
183,empty
184,mug
185,nail
186,apple
187,moust
188,octag
189,penci
190,pinea
191,shove
192,sailb
193,shove
194,pinea
195,octag
196,pillo
197,octag
198,penci
199,mouth
200,pillo
201,empty
202,nose
203,octag
204,mug
205,apple
206,mouth
207,pear
208,skate
209,penci
210,octag
211,sailb
212,pear
213,moust
214,nose
215,octag
216,mouth
217,nose
218,moust
219,octag
220,nail
221,empty
222,shove
223,nail
224,octag
225,mug
226,rifle
227,empty
228,sailb
229,apple
230,scorp
231,nose
232,shove
233,skate
234,octag
235,squig
236,moust
237,octag
238,octag
239,scorp
240,octag
241,rifle
242,octag
243,nose
244,apple
245,nail
246,pinea
247,penci
248,octag
249,nose
250,peanu
251,octag
252,sailb
253,apple
254,sailb
255,nail
256,apple
257,penci
258,octag
259,skate
260,empty
261,nose
262,apple
263,penci
264,mouth
265,octag
266,peanu
267,moust
268,nail
269,nail
270,mouth
271,rifle
272,nose
273,moust
274,octag
275,octag
276,nail
277,peanu
278,peanu
279,nose
280,nose
281,nose
282,rifle
283,penci
284,moust
285,mug
286,shove
287,octag
288,octag
289,moust
290,octag
291,rifle
292,rifle
293,mouth
294,nose
295,pengu
296,moust
297,pear
298,skate
299,pinea
300,penci
301,rifle
302,moust
303,moust
304,nail
305,octag
306,nose
307,octag
308,nose
309,rifle
310,paint
311,octag
312,nose
313,pear
314,skate
315,pinea
316,octag
317,apple
318,octag
319,nail
320,octag
321,mouth
322,squig
323,moust
324,shove
325,moust
326,rifle
327,nail
328,mouth
329,nose
330,paint
331,mouth
332,moust
333,empty
334,octag
335,octag
336,nose
337,sailb
338,skate
339,octag
340,mouth
341,pillo
342,moust
343,apple
344,nose
345,pool
346,nose
347,screw
348,rifle
349,nose
350,octag
351,rifle
352,spoon
353,octag
354,octag
355,moust
356,apple
357,moust
358,rifle
359,octag
360,rifle
361,nose
362,skate
363,moust
364,pillo
365,skate
366,moust
367,mouth
368,mouth
369,spoon
370,pool
371,apple
372,squig
373,octag
374,nail
375,nail
376,octag
377,shove
378,moust
379,sailb
380,apple
381,moust
382,rifle
383,sailb
384,nose
385,rifle
386,octag
387,octag
388,spoon
389,moust
390,nose
391,skate
392,rifle
393,penci
394,mouth
395,apple
396,pear
397,octag
398,shove
399,apple
400,octag
401,skate
402,octag
403,skate
404,mouth
405,octag
406,penci
407,octag
408,moust
409,apple
410,moust
411,octag
412,panda
413,pear
414,moust
415,nail
416,sailb
417,moust
418,penci
419,apple
420,moust
421,nail
422,nail
423,nose
424,octag
425,octag
426,pool
427,nose
428,nail
429,moust
430,skate
431,mouth
432,octag
433,apple
434,nail
435,rifle
436,apple
437,sailb
438,octag
439,rifle
440,nail
441,rifle
442,nail
443,octag
444,nail
445,pengu
446,moust
447,rifle
448,mug
449,nose
450,moust
451,apple
452,apple
453,shove
454,spoon
455,rifle
456,moust
457,parro
458,rifle
459,skate
460,penci
461,mug
462,apple
463,moust
464,pillo
465,moust
466,nail
467,mouth
468,penci
469,penci
470,rifle
471,sailb
472,octag
473,nose
474,pillo
475,sailb
476,shove
477,octag
478,nose
479,octag
480,moust
481,moust
482,nose
483,nail
484,octag
485,mug
486,octag
487,apple
488,nose
489,octag
490,pinea
491,moust
492,mug
493,pinea
494,apple
495,octag
496,rifle
497,skate
498,moust
499,octag
500,sailb
501,octag
502,nose
503,nose
504,nose
505,nail
506,octag
507,empty
508,apple
509,skull
510,octag
511,nail
512,octag
513,nail
514,pear
515,nose
516,pear
517,pillo
518,mug
519,rifle
520,octag
521,nose
522,octag
523,moust
524,spoon
525,nose
526,apple
527,moust
528,octag
529,sailb
530,skate
531,rifle
532,octag
533,nail
534,moust
535,rifle
536,pear
537,shove
538,pear
539,nail
540,nose
541,spoon
542,empty
543,moust
544,mug
545,rifle
546,nail
547,octag
548,octag
549,pool
550,sailb
551,nail
552,nose
553,nail
554,moust
555,rifle
556,octag
557,moust
558,rifle
559,empty
560,skate
561,apple
562,shove
563,moust
564,moust
565,octag
566,octag
567,peanu
568,rifle
569,rifle
570,moust
571,penci
572,rifle
573,moust
574,nail
575,empty
576,rifle
577,pool
578,octag
579,mug
580,skate
581,nose
582,pear
583,sailb
584,nose
585,peanu
586,apple
587,spoon
588,moust
589,mouth
590,apple
591,rifle
592,pear
593,octag
594,octag
595,mouth
596,octag
597,nail
598,skate
599,mouth
600,moust
601,moust
602,pear
603,nail
604,octag
605,mouth
606,moust
607,pinea
608,rifle
609,pillo
610,nail
611,octag
612,octag
613,scorp
614,nail
615,octag
616,apple
617,octag
618,sailb
619,moust
620,rifle
621,rifle
622,nail
623,penci
624,apple
625,pear
626,empty
627,moust
628,rifle
629,pinea
630,apple
631,paint
632,nose
633,pear
634,empty
635,moust
636,moust
637,moust
638,empty
639,octag
640,octag
641,apple
642,rifle
643,nose
644,octag
645,moust
646,sailb
647,nose
648,peanu
649,pinea
650,moust
651,pinea
652,paint
653,skate
654,moust
655,rifle
656,apple
657,moust
658,nose
659,octag
660,moust
661,nose
662,empty
663,mug
664,octag
665,sailb
666,mug
667,shove
668,nose
669,octag
670,mug
671,apple
672,panda
673,nose
674,moust
675,nose
676,moust
677,octag
678,shove
679,moust
680,octag
681,mouth
682,rifle
683,rolle
684,moust
685,octag
686,moust
687,nose
688,sailb
689,moust
690,parro
691,empty
692,nail
693,pool
694,nose
695,nose
696,paint
697,peanu
698,penci
699,moust
700,rifle
701,moust
702,rolle
703,rifle
704,moust
705,octag
706,moust
