0,pinea
1,pear
2,mug
3,octag
4,empty
5,rifle
6,skate
7,parro
8,nail
9,rolle
10,paint
11,apple
12,rifle
13,skull
14,paint
15,moust
16,rifle
17,pengu
18,nose
19,pinea
20,empty
21,mug
22,mouth
23,moust
24,pinea
25,mouth
26,mug
27,peanu
28,shove
29,shove
30,nail
31,nail
32,pengu
33,skate
34,penci
35,scorp
36,skate
37,shove
38,moust
39,skate
40,mouth
41,moust
42,skate
43,sink
44,pengu
45,penci
46,pear
47,skull
48,pinea
49,mouth
50,pengu
51,scorp
52,squig
53,rabbi
54,rifle
55,sailb
56,panda
57,nail
58,nose
59,rhino
60,octag
61,sailb
62,pool
63,nail
64,sailb
65,empty
66,nail
67,sailb
68,nose
69,sink
70,rhino
71,nose
72,pool
73,octag
74,rabbi
75,penci
76,octag
77,paint
78,pinea
79,empty
80,mouth
81,pinea
82,peanu
83,pinea
84,pinea
85,panda
86,octag
87,pillo
88,moust
89,scorp
90,mouth
91,mug
92,mouth
93,pinea
94,mouth
95,skate
96,peanu
97,empty
98,mug
99,rifle
100,sailb
101,skate
102,pillo
103,nose
104,skull
105,pear
106,pinea
107,pillo
108,octag
109,moust
110,sink
111,spoon
112,empty
113,paint
114,moust
115,penci
116,pinea
117,rifle
118,moust
119,empty
120,nail
121,shove
122,octag
123,rifle
124,pear
125,sailb
126,sailb
127,moust
128,peanu
129,mouth
130,rabbi
131,pillo
132,sailb
133,empty
134,mouth
135,sailb
136,sailb
137,pengu
138,pillo
139,sailb
140,shove
141,pool
142,screw
143,sailb
144,penci
145,rabbi
146,pear
147,nose
148,moust
149,pengu
150,spoon
151,mug
152,peanu
153,pillo
154,mouth
155,nail
156,apple
157,panda
158,rabbi
159,mug
160,rifle
161,nose
162,mouth
163,rabbi
164,rolle
165,nose
166,nail
167,empty
168,scorp
169,nose
170,pinea
171,pool
172,pengu
173,nose
174,panda
175,rifle
176,empty
177,pool
178,paint
179,skull
180,pengu
181,sailb
182,rolle
183,screw
184,rhino
185,nail
186,apple
187,scorp
